5sALLMAE,10sALLMAE,15sALLMAE,5sALLRMSE,10sALLRMSE,15sALLRMSE,5sNONMAE,10sNONMAE,15sNONMAE,5sNONRMSE,10sNONRMSE,15sNONRMSE,5sLARGEMAE,10sLARGEMAE,15sLARGEMAE,5sLARGERMSE,10sLARGERMSE,15sLARGERMSE
0.6553399988583156,1.08325913974217,1.4311052049909319,2.0966446825436185,3.2956634249006,4.116251843316214,2.6275655882699147,3.6974318708692278,4.610586132322039,4.256237660135541,5.969406536647251,7.011939832142422,3.0451060703822543,3.0084806169782365,2.964503696986607,3.06902585710798,3.0314619881766185,2.9838098798479353
